header	text	verdict	link
Полезное обучение	"Проходил обучение по курсу ""Аналитика данных"". Очень содержательный курс, 145 часов. В данном курсе Вы сможете найти для себя что-то новое не зависимо от уровня ваших знаний, как новички так и опытные пользователи. Разбираются основы Excel, Power Query, Power Pivot, SQL, Python и прочие инструменты. Разработчики курса не забыли и про основу финансовых показателей. Вся теория и практика разбирается на примерах, внутри каждого блока идет домашнее задание которое разделяется на самостоятельную проверку и проверку лектором. Обратная связь по результату проверки дается оперативно. В конце каждого блока разборный онлайн семинар. Вся информация подается доходчиво и понятно. Для себя открыл новые инструменты которые можно применить в работе."	1	https://irecommend.ru/content/poleznoe-obuchenie-0
Это возможность получить реальные навыки работы с инструментами BI аналитики	Добрый день! На днях закончил свое обучение по профессии Аналитик BI. Считаю, что силы, средства и время были потрачены не зря. Курс состоит из нескольких модулей и рассчитан на их прохождение за 9-10 месяцев. Модули не связаны между собой, но в рамках обучения в целом, они даются в порядке, который позволяет постепенно накапливать знания по профессии. Вот такие модули вам предстоит изучить: Аналитическое мышление - обзорный модуль по аналитике, где рассматриваются сразу несколько тем и инструментов. На мой взгляд, дает отличные вводные знания. Особенно запомнились Статистические критерии и работа с библиотекой Pandas на Python. Метрики, гипотезы, точки роста - очень много теоретических знаний по маркетинговым и финансовым метрикам. Язык запросов SQL - изучается на примере PostgreSQL. Если освоите этот курс и прорешаете все задачи, то можно будет смело вносить SQL в список своих компетенций в резюме. Но сразу стоит приготовиться, что курс достаточно интенсивный и потребует высокой самоорганизации и отдачи. Power BI - еще один модуль, дающий практические знания и попадающий в ваши hard skills. Также как в SQL часть занятий здесь идет в виде онлайн вэбинаров с преподавателем. Решаем задачи, выполняем задания, пишем итоговую работу. Основы BIG DATA - обзорный курс, дающий представления о работе с большими данными. Конечно он не сделает вас специалистом по BD, Hadoop или Spark. Но вы узнаете что это такое, и, возможно, захотите продолжить свое образование именно в этой области. Это второй модуль в рамках профессии, в котором вы будете использовать программирование на Python. Во время учебы вы всегда сможете обращаться с вопросами к своим коллегам по обучению или кураторам. Но необходимо помнить, что, как и любое современное обучение, этот курс предполагает много самостоятельной работы. Необходимо будет обращаться к документации по PostgreSQL, DAX, PowerQuery, Python, искать похожие вопросы на StackOverflow и применять найденные знания на практике. И это тоже является процессом обучения. Причем самым эффективным. Предполагаю, что эффективность курса будет зависеть от вашего образовательного и профессионального бэкграунда. Мне кажется, некоторые вещи, которые мы проходили, было бы очень трудно освоить в должной мере людям, не дружащим с математикой, не имеющих совсем навыков программирования, не имеющих опыта работы с цифрами, таблицами, отчетами. Этот курс не волшебная палочка, которая превратит человека любой профессии в аналитика. Для того, чтобы он был полезен, у вас уже должна быть соответствующая образовательная основа, а также склонность к аналитической работе. В этом случае, курс однозначно рекомендован. Всем удачи в обучении и карьере!	1	https://irecommend.ru/content/eto-vozmozhnost-poluchit-realnye-navyki-raboty-s-instrumentami-bi-analitiki
Хороший курс	Много актуальные темы тем затрагивается. Полезные домашки, разной сложности и объема. И еще умеренная интенсивность теории и практики, в целом успеваешь укладываться в срок. Хорошая поддержка в чате. Быстро проверяют домашки. Понравилась тема с докером, много практики было. Вобщем для старта хорошая база, если все выполнять и не халявить. И для портфолио подойдет. Будет 3 проекта. Два на express, второй на nest. Курс понравился!	1	https://irecommend.ru/content/khoroshii-kurs-5
Потрясающе	Привет! Прежде, чем начать учится, я кропотливо в течении месяца выбирал онлайн-платформу. И после сравнения нескольких платформ, пришел к выводу, что Нетология одна из лучших онлайн-платформ. Выбрал курс Интернет-маркетолог с 0 до midle. В начале обучения было немного сложновато, но затем втянулся в обучение. И что важно - обучение стало приносить мне колоссальное удовольствие и пользу. Курс был построен грамотно, с различными уровнями сложности, с большим количеством дополнительных материалов, с интересным групповым заданием и сложным, но от этого не менее увлекательным дипломом. Обратная связь от преподавателей на высшем уровне. Помощь и открытость во всех вопросах. Общение между студентами тоже очень помогало, кто то делился опытом, кто то давал взгляд на задание со стороны. Гибкость во времени обучения позволяло заниматься, тогда когда это было удобно. Вложения в знания через Нетологию окупились многократно. Заканчивая отзыв хотел бы еще раз поблагодарить всех кто участвовал в моем обучении в группе ИМ-116! Всем кто начинает обучение - важно понять что это не будет прям очень легко, но только через преодоление трудностей происходит приобретение знаний.	1	https://irecommend.ru/content/potryasayushche-436
Спасибо за возможность развиваться	Спасибо большое за площадку для развития, прохожу три курса, удобный сайт, с телефона, с ноута, очень все продумано и самое главное качественные преподаватели и контент!+ возможность рассрочки и адекватная тех. поддержка.Бонус английский+ Много направлений, узконаправленные курсы/профессии, особенно подходит для управленцев, предпринимателей, Была небольшая проблема, решили оперативно, поменяли первоначальный курс. Рекомендую!	1	https://irecommend.ru/content/spasibo-za-vozmozhnost-razvivatsya
Достойное обучение, хорошая команда	Всем доброго времени суток!) Я студентка Нетологии, закончила первую часть обучения и сейчас готовлюсь к сдачи дипломной работы. Что могу сказать про обучение?) Я начинала свой путь в Нетологии с нуля, было страшно. Не могу сказать, что все мои страхи сразу развеялись, поскольку обучение серьезное, интенсивное, но весьма подробное! Даже мне, с нулевыми знаниями в выбранной профессии маркетолога оказалось вполне реально разобраться. Долой страхи, эксперты, куратор курса и аспиранты помогут в обучении, укажут на ошибки, подскажут как исправить и порекомендуют дополнительные источники информации. Я очень довольна обучением, и после начала второго блока планирую пойти на стажировку уже по выбранной специализации. В этом тоже помогут! В Нетологии есть возможность отработать полученные знания на реальных проектах, и даже получить работу после успешной стажировки. Я считаю, - это отличный старт.	1	https://irecommend.ru/content/dostoinoe-obuchenie-khoroshaya-komanda
Замечательно	Пришел сюда поднять и восполнить пробелы в своих знаниях, было многое упущено в образовании. Хотелось сменить место работы, а точнее отдел и специальность, теперь это удалось! Команда Нетологии очень приятная, всегда пытаются помочь, чуть отстанете с вами обязательно свяжутся и уточнят, имеются ли у вас проблемы в обучении. Это очень приятно квалификация преподавателей с большим опытом, тоже очень много решает, часто рассматриваем варианты, за гранью лекции, но это интересно!	1	https://irecommend.ru/content/zamechatelno-701
Не стоит своих денег	"Училась на курсе UI UX дизайна. Курс купила за 105к. Обещали интенсивное обучение, через 3 месяца уже будут предлагать стажировку и прочее,прочее) Лапшы за 105к было навешано достаточно. Проучилась я всего 2 месяца, далее решила вернуть деньги, тк курсы БЕСПОЛЕЗНЫЕ. Если у вас есть доступ к ютубу или другим ресурсам, все можно найти там. Из минусов курса Нетологии: 1. На неделе 2 занятия ( вебинар + запись видео). Вебинар заявлен по времени на 2 часа, по факту он идет около часа, ничего нового там не рассказывают. Все слизано с бесплатных курсов из интернета. Второе занятие - это просто короткие видео по 5 минут(штук 5-6 видео). Это разве стоит 105тысяч? Ужасно. Хотя бы делали бы больше вебинаров за такие деньги. В основном студенты в Нетологии занимаются самообучением, тк хорошего обучения там нет.Нет даже нормального. Качество обучения ниже среднего. 2. Интенсивность курса 1 из 10. То есть ребята максимально размазывают информацию на год, делают огромные пропуски между занятиями ,чтобы курс длился 10-12 месяцев. Первый месяц у нас было 2 занятия в неделю, а потом 3 недели занятий не было совсем. 3 недели дали на примитивное ""домашнее задание"" и уроков не было. 3. Проверка заданий на отвали. Некоторые задания принимаются автоматически. То есть системе не важно ,что вы загрузили, вам все равно прийдет ответ ""Ваша работа отличная,принято!"". Такая же история с преподавателями. Я заведомо отправляла работу с ошибками, проверка моего дз занимала 2 минуты и приходил ответ,что все ок 4.Чат в тг для студентов. В нашем чате сидела очень токсичная студенка из Киргизии, или откуда-то там. Часто всех оскорбляла кто не согласен с ее мнением, кто просто посмел ей что -то ответить. В чат сразу потоком лились сообщения по типу ""закройся,воняет"" и пр. Напоминаю, что в чате есть модератор/админ, который все успешно игнорировал. При обращении тоже никаких действий не предпринимал. 5. Возврат денег. Из 105к мне вернули 30. Напомню, что из 9 мес. я проучилась всего лишь 2 месяца. Мне звонила любезная девушка из отдела сервиса, спрашивала , а что не так? Мы так хотим, чтобы вы остались с нами(( На все вышеперечисленные аргументы (почему курс полный мусор) она ничего не могла ответить, только лишь сказала ""да, не могу не согласиться"". Очень жаль, что такой некачественный продукт выходит на рынок и продается в массы."	0	https://irecommend.ru/content/ne-stoit-svoikh-deneg-821
Никогда не покупайте обучение в нетологии,поберегите нервы и деньги	Я являюсь действующим менеджером по вайлдбериз и озон, мне хотелось поднять продажи, получить инструменты и навыки для более успешной работы, их менеджер посоветовал курс «Менеджер по маркетплейсам: расширенный»,свои намерения больше разобраться именно в вайлдбериз я озвучила, но какого было моё удивление, когда я увидела, что там помощь в вб примерно занятий 5 из 35, остальное это Ла мода, Алиэкспресс, Яндекс маркет итд. Я специально уточняла, могу ли я смотреть уроки не сразу, мне ответили «Ну конечно же, в этом вся прелесть нашего обучения». Я работаю на нескольких работах и посмотреть первый урок я смогла, когда открылось уже 4 урока из 35, на первом же уроке я поняла, что всё, что рассказывают это первая бесплатная ссылка в гугле. Прочитав отзывы других людей поняла, что так и будет, ничего нового тебе не расскажут и никак это не систематизируют.Пройти один день Ла моду, через пару дней Яндекс маркет итд ещё тысячу платформ и вот ты уже не понимаешь зачем они заняли столько времени ненужной либо же общедоступной информацией, а мне, как человеку, который пришёл за вб, вообще становится плохо от того, что людей дурят, объясняя элементарные вещи, которые они поймут лишь открыв вб и прочитав то же БЕСПЛАТНОЕ обучение в Тиньков Обучении. Я сразу сообщила, что хочу вернуть деньги и закончить это, после чего выясняется их тупейшая система расчёта возврата, из-за того, что на момент, когда я смогла просмотреть уроки открыто было уже 4 урока из 35 мне предложили вернуть 16000 из 54000))))) они оценили не открытое 31 занятие в 16 тысяч рублей, а 4 открытых урока в 38 000. Очень удобная математика, скажите Начинаю писать в поддержку, со мной переписывается одна и та же несчастная девушка, которая дословно на всё отвечает «Ну если хотите выплеснуть свой негатив, выплеснете» и не помогала от слова совсем Объяснили лишь, что надо было возвращать, когда открыто было только 3 урока,то есть я опоздала на 1 урок,а потеряла сразу 38 000,дорого мне обошлось то,что я работаю на нескольких работах и не могу сидеть на уроках день в день. Знайте, им плевать на людей, на то, что ситуации бывают разные, ведь не они пашут на 4 работах, а теперь пахать придётся и чтобы оплачивать ненужное мне образование. В ответе на претензию написали, что я согласилась с условиями возврата. Очень интересно как, если я перевела деньги по ссылке от менеджера и он не прислал мне договор и не написал «ознакомьтесь». Наверное согласие происходит тогда, когда вы просто скачиваете их приложение и регестрируетесь, представьте, регистрируетесь вы в каком-нибудь «вконтакте», а там в пользовательском соглашении на странице так 20 написано, если вы не будете выставлять фото хотя бы 1 в месяц мы будем снимать с карты по 15000 рублей и потом скажут ну вы же согласились с этим когда зарегестрировались, всё в открытом доступе. К сожалению, в современном мире нигде нет человеческих правил и ты нигде не можешь чувствовать себя в безопасности. Но ни один человек в здравом уме не согласится с такими условиями возврата. В свою очередь я наняла адвоката и мы составили иск, все выигрывают дела просто потому что их договор нарушает законы РФ и суд всегда на стороне потребителя, но до того,как я узнала, что закон на моей стороне, я заработала невроз от этих переживаний и меня посадили на таблетки, справки все мы приложим к делу. Но знайте, вы потратите нервы, силы и время, если купите их обучение, а на каждом шагу вас будут ждать подвохи. Ребята, которые проходили у них прошлый курс рассказали, что если в итоге ты остаёшься просто потому что жалко денег, тебе дают ровно НИЧЕГО, ни трудоустройства, ни знаний, с их курсами вы устроитесь разве что на биржу труда. Ребят заставляли писать хороший отзыв, не отставали от них, но они и под дулом пистолета не напишут ничего хорошего об этом ужасе. Бесчеловечные расчёты, намного лучше купить обучение у обычного человека, который просто поймёт, что вам не понравилось обучение не на 30 уроке из 35, а на одном из первых и просто вернёт вам деньги Я не отучилась и месяца, но просила вернуть всего лишь 47 000, оставив им сумму, которую оплатила по рассрочке за этот месяц, но они настолько [фрагмент отзыва удалён администрацией сайта], что не хотят по-человечески. Их правила-самый яркий пример того,что у них много отказов от обучения и они такими расчётами хоть как-то пытаются заработать. Если бы они правда хотели избежать недовольства людей, то обратили бы внимание на огромное количество судебных исков против них по поводу возврата и просто бы сразу уведомляли людей о правилах(скорее всего конечно половина бы сразу отказалась) и это бы их застраховало, но им это не выгодно, конечно, легче довести людей до невроза и кто-то сдастся и оставит им деньги, но не я, теперь, когда они принесли вред ещё и моему психологическом здоровью, я не сдамся. Теперь я сделаю всё и буду идти вплоть до кассациионного суда , чтобы они вернули не только эти деньги, но и все мои затраты на адвокатов и все мои затраты на лечение нервного срыва. И новые вводные, мне ответили на претензию и написали, что решение письменное о возврате всё тех же 16000 я могу отправить в течении 5 дней после получения ответа и на следующий же день они пишут, что отправили мне уже 16000 без моего согласия! Они нарушают собственные же правила и лишили меня законных 5 дней на раздумья. И бонусом они закрывают доступ к урокам, за которые я по их расчётам отдала 38000!	0	https://irecommend.ru/content/nikogda-ne-pokupaite-obuchenie-v-netologiipoberegite-nervy-i-dengi
Хорошая образовательная платформа.	Добрый день, хотел поделиться отзывом о данной образовательной платформе. На данной платформе есть много бесплатных курсов дающие попробовать себя в разных направлениях. если понравилось направление можно приобрести уже платные курс и получить Диплом профессиональной подготовке либо Сертификат о прохождение курса. Лично я проходил курсы веб разработке Первые шаги в JavaScript это бесплатный курс давший понятие о как устроена веб-разработка и сам язык программирование, дальше решил двигаться в данном направление и прошел уже платный курс JavaScript-программирование для начинающих по прохождение которого я получил Диплом профессиональной подготовки, и к завершение обучению в данной направление я решил пройти курс React для JS-разработчиков он уже мне дал представление о Фреймворках. подводя итоги мне понравилось обучаться на данной платформе.	1	https://irecommend.ru/content/khoroshaya-obrazovatelnaya-platforma-1
Рекомендую, обучением довольна	"Здравствуйте! Прошла обучение в ""Нетологии"" по программе ""Методист онлайн-курсов"". К выбору программы подошла осознанно, анализировала предложения на рынке. Сделала ставку на репутацию проекта и свой прошлый опыт обучения в ""Нетологии"". Обучение на методиста завершила в декабре 2023 г.: довольна содержательной частью, новым полученным знаниям и опыту, сервису и отношением сотрудников. Экспертный состав - практикующие преподаватели и менеджеры крупных проектов. Лекции от экспертов EdMarket хотела бы отметить особенно: учат, как правильно понять-освоить новый материал, преодолеть сложности и классно мотивируют. Спасибо за это. Для меня интересны и полезны были основные материалы курса, также и дополнительные. Рекомендую планировать значительное время на проработку контента. Домашние задания стоит выполнять: для меня было полезно тщательно проработать материалы, потом в рабочей практике применить идеи и решения. Отмечу содержательную обратная связь по выполненной работе. В моем личном опыте проверки дз были очень оперативными. Комфортно чувствуешь себя на платформе ""Нетологии"", отмечу качественное развитие платформы относительно моего прошлого опыта (прошло 8 лет от первого обучения). Отдельное спасибо группе сопровождения - кураторам. Ценно, когда при нехватке времени тебе оперативно помогают с решением вопроса и поддерживают. Рекомендую программу ""Методист онлайн-курсов"", но обязательно учесть – придется серьезно поработать."	1	https://irecommend.ru/content/rekomenduyu-obucheniem-dovolna
Нетология - одна из лучших онлайн школ	"Добрый день. Меня зовут Наталья. В феврале 2023 года закончила курс ""Бизнес-аналитик"" и продолжаю обучение на курсе ""Бизнес-аналитик-PRO"". Цель обучения - получить новые знания и навыки и перейти на онлайн-режим работы. В целом от занятий на курсе остались хорошие впечатления. Довольно интересные и структурированные лекции, прекрасная подача материала, всё просто о сложном. Само собой разумеется, нужно работать и с дополнительными источниками. Да, это и понятно. Ведь за столь короткий срок просто нереально выдать всю информацию. Домашние задания проверяются довольно быстро. От преподавателей курса всегда можно получить ответы на интересующие вас вопросы. Теперь немного о минусах. Их немного, но всё же они есть: - курс не совсем подходит для начинающих. Подача материала идёт с использованием финансового, экономического, маркетингового сленга. Для меня в этом никакой проблемы нет, но студентам без какого бы то ни было околоэконормического бэкграунда воспринимать материал довольно сложно; - нужно чаще актуализировать предзаписанные лекции; - не всегда тесты соответствуют лекционному материалу; - вебинары проходят в неудобное время ( в 19:00 по Москве), и не совсем удобно подключаться к вебинару на работе или по дороге с работы. Можно конечно потом посмотреть вебинар в записи, но онлайн участие, есть онлайн. И ещё. Было бы прекрасно, если бы защита дипломных проектов проходила в онлайн режиме. Это позволило бы тем, кто представляет дипломный проект в большей мере продемонстрировать свои hard- and softskills, а всем остальным увидеть и услышать интересные работы и задать вопросы."	1	https://irecommend.ru/content/netologiya-odna-iz-luchshikh-onlain-shkol
Отличное обучение, грамотная команда и поддержка на всех этапах	"Начала обучение на курсе ""Интернет-маркетолог: с нуля до middle"" в июле 2021 г., а завершила в июне 2022 г, училась на курсе ИМ-117. По первой ступени ""Интернет-маркетинг"": грамотно построено обучение, команда поддержки всегда рядом и готова ответить на любой вопрос, интересные воркшопы, очень подробные, развёрнутые ответы преподавателей, проверяющих домашние задания. Курс очень интенсивый, но интересный. Есть, конечно, и небольшие минусы: некоторые лекторы ооочень скучно рассказывают материал (благо таких была пара человек). На специализации ""SMM-специалист"" (вторая ступень) было очень скучно: практически всё, что рассказывали на лекциях было изучено на первой ступени. Почему-то все онлайн-занятия гордо назывались ""воркшопы"", хотя по факту они все были вебинары, без практических заданий. Поддержка работала чуть хуже, чем на ""интернет-маркетинге"" (видимо на маркетинге нас разбаловали😅), но в целом хорошо. В целом рекомендую обучение в Нетологии, но будьте готовы к тому, что придётся много и интенсивно трудиться."	1	https://irecommend.ru/content/otlichnoe-obuchenie-gramotnaya-komanda-i-podderzhka-na-vsekh-etapakh
"Отзыв о курсе ""Тестировщик ПО"" от Нетологии"	Устав биться впустую в профессии, которую выбирала в не очень сознательном возрасте, год назад я решилась поменять профессию и выбрала для себя сферу IT. Выбор был обусловлен интересом, который у меня с юности не только не пропал, но и укрепился. Тестирование мне порекомендовали друзья, работающие в IT. Сравнив пару курсов в разных онлайн-школах выбрала Нетологию, т.к. давно проходила их бесплатные курсы и в целом была ими довольна. Особенно понравилось, что после курса можно получить диплом о профессиональной переподготовке, который безусловно станет плюсом, если нет профильного технического образования. Это не первое моё онлайн-обучение и я знаю какие достоинства и недостатки есть у такой формы. Учиться на курсе с нуля мне было тяжеловато, очень многое приходилось изучать дополнительно и самостоятельно, бывали и неоднозначные ситуации с преподавателями, но на любой учёбе и работе бывают недопонимания - это человеческий фактор. Кратко расскажу про то, что понравилось, и не понравилось во время учёбы. Все преподаватели на курсе тестировщики с опытом, которые дают много прикладной информации, и делятся кейсами из своего опыта. Довольно много заинтересованных преподавателей, которые хорошо объясняют, вдохновляют своим примером и еще часто давали полезные тренажёры и сайты для проработки скиллов. Структура курса даёт понимание, что тестировщику нужно знать в целом, какими инструментами владеть, где искать и что смотреть, хорошо ориентирует в материале. К каждой теме есть презентации, сниппеты кода, инструкции, вебинары, чат, где можно задавать вопросы. Но все же мне не понравилась разрозненность модулей - то есть модуль это 1 блок информации, и он не пересекается с другими. В итоге пока дойдёшь до модуля по автоматизированному тестированию уже успеваешь забыть как проходит тестирование, потому что до этого два месяца ушло на изучение системы контроля версий и программирование на Java + осваивать за 1 вебинар целую тему - тяжело, и их приходится неоднократно пересматривать, и еще много все дополнительно гуглить. Как писала выше, есть чат в дискорде, где находятся кураторы, студенты, преподаватели и аспиранты, которые регулярно отвечают на вопросы. Так же в личном кабинете студента можно задавать вопросы по домашнему заданию, под каждый вебинаром можно писать комментарии. Срок проверки домашних заданий в период обучения равен трём рабочим дням. У меня лично ни одно задание дольше не проверяли, даже когда я присылала их после завершения модуля и закрывала академдолги. К домашним заданиям всегда давали обратную связь - что сделано верно, что нужно доработать, всё ясно и понятно) Также отдельно отмечу, что кураторы очень оперативны и всегда помогают по разным вопросам. Ни разу не столкнулась с негативом от них. Вебинары проходили в интерактивном формате, совмещая в себе лекции и общение со студентами по теме. Ещё были разборные вебинары, где преподаватели объясняли как выполнить домашние задания и отвечали на вопросы. К каждой теме были тесты и домашние задания, а также дополнительные задания - курсовая работа и групповой проект по тестированию. Вообще от домашних заданий остались смешанные чувства. С одной стороны я очень радовалась, когда наконец-то получала зачёт и всё работало как надо, это вдохновляло и мотивировало. А с другой стороны для сдачи домашних работ постоянно приходиться пересматривать вебинары, гуглить очень много информации в интернете для устранение постоянно возникающих ошибок. Но тут кажется, что вроде это и не недостаток, ведь тестировщику нужно уметь локализовать дефект, или хотя бы предположить почему он возник. В курсе также есть дополнительные модули по компьютерной грамотности, HTML и CSS вёрстке и английскому языку для программистов. Также во время и после учёбы размещаются разные практики, стажировки и вакансии, на моём потоке еще приглашали участвовать в тестировании приложения Нетологии. Есть куда расти и курс можно сделать полезнее, если добавить в него простых заданий и тренажёров с автопроверками на протяжении всего обучения, а не отдельного модуля, чтобы студенты повторяли пройденный материал. Например, это могут быть прохождение и проверки тест-кейсов, логические задачи, задачи по техникам тест-дизайна, интеллект-карты декомпозиции продукта, или чек-листов и т.п. Несмотря на недостатки, я рекомендую курс, потому что в целом не ждала, что учиться будет просто и понимала, что к концу курса из меня не сделают крутую тестировщицу, которой будут ежедневно приходить офферы на работу. На смену профессии новичку с нуля требуется минимум два года, и за эти два года конечно захочется много раз бросить, передумать, разочароваться в себе и сказать что не так уж и хочется. Благодарна всем преподавателями сотрудникам Нетологии за обучение, т.к. для меня это стало уникальной возможностью общаться с профессионалами, и научиться делать вещи, о которых я год назад даже не представляла.	1	https://irecommend.ru/content/otzyv-o-kurse-testirovshchik-po-ot-netologii
